Date	Time	UV_index	windspeed(m/s)	windAngle(deg)	PV_power(W)	PV_voltage(V)	
1/1/0	13:13:32	5.35	0.00	270.00	0.00874	4.18064	
1/1/0	13:14:33	5.27	0.00	135.00	0.00871	4.17419	
1/1/0	13:15:33	4.82	0.66	112.50	0.00871	4.17419	
1/1/0	13:16:33	4.78	0.66	112.50	0.00871	4.17419	
1/1/0	13:17:33	5.47	0.00	112.50	0.00871	4.17419	
1/1/0	13:18:33	5.15	0.00	112.50	0.00869	4.16774	
1/1/0	13:19:33	5.20	0.00	112.50	0.00866	4.16129	
1/1/0	13:20:33	5.51	0.66	90.00	0.00866	4.16129	
1/1/0	13:21:33	5.20	0.66	135.00	0.00869	4.16774	
1/1/0	13:22:34	4.88	1.98	135.00	0.00866	4.16129	
1/1/0	13:23:34	4.81	1.98	135.00	0.00866	4.16129	
1/1/0	13:24:34	4.81	0.00	180.00	0.00863	4.15484	
1/1/0	13:25:34	4.37	0.66	180.00	0.00860	4.14839	
1/1/0	13:26:34	4.03	0.66	180.00	0.00858	4.14194	
1/1/0	13:27:34	3.63	0.66	135.00	0.00855	4.13548	
1/1/0	13:28:34	3.42	0.66	135.00	0.00858	4.14194	
1/1/0	13:29:35	3.44	0.66	135.00	0.00852	4.12903	
1/1/0	13:30:35	3.60	0.66	135.00	0.00850	4.12258	
1/1/0	13:31:35	4.23	1.98	225.00	0.00855	4.13548	
1/1/0	13:32:35	5.42	0.00	225.00	0.00855	4.13548	
1/1/0	13:33:35	5.73	0.00	225.00	0.00850	4.12258	
1/1/0	13:34:35	5.76	0.66	180.00	0.00850	4.12258	
1/1/0	13:35:35	6.39	0.00	135.00	0.00850	4.12258	
1/1/0	13:36:36	5.93	1.98	180.00	0.00847	4.11613	
1/1/0	13:37:36	4.98	0.00	292.50	0.00847	4.11613	
1/1/0	13:38:36	4.90	0.00	180.00	0.00844	4.10968	
1/1/0	13:39:36	4.66	0.00	180.00	0.00844	4.10968	
1/1/0	13:40:36	4.08	0.66	112.50	0.00844	4.10968	
1/1/0	13:41:36	3.85	0.00	112.50	0.00844	4.10968	
1/1/0	13:42:36	3.87	0.00	202.50	0.00844	4.10968	
1/1/0	13:43:36	3.88	0.00	202.50	0.00842	4.10323	
1/1/0	13:44:37	3.84	0.00	180.00	0.00842	4.10323	
1/1/0	13:45:37	3.94	0.66	112.50	0.00839	4.09677	
1/1/0	13:46:37	4.08	1.32	112.50	0.00837	4.09032	
1/1/0	13:47:37	4.13	0.66	225.00	0.00837	4.09032	
1/1/0	13:48:37	4.04	0.66	157.50	0.00839	4.09677	
1/1/0	13:49:37	4.09	0.00	225.00	0.00837	4.09032	
1/1/0	13:50:37	4.18	0.00	225.00	0.00837	4.09032	
1/1/0	13:51:38	4.21	0.66	135.00	0.00834	4.08387	
1/1/0	13:52:38	4.21	1.32	180.00	0.00831	4.07742	
1/1/0	13:53:38	4.12	0.00	270.00	0.00829	4.07097	
1/1/0	13:54:38	4.08	0.00	225.00	0.00834	4.08387	
1/1/0	13:55:38	4.06	0.00	225.00	0.00834	4.08387	
1/1/0	13:56:38	4.08	0.00	225.00	0.00831	4.07742	
1/1/0	13:57:38	4.20	0.00	225.00	0.00826	4.06452	
1/1/0	13:58:39	4.47	0.66	180.00	0.00826	4.06452	
1/1/0	13:59:39	4.63	0.00	225.00	0.00829	4.07097	
1/1/0	14:0:39	4.66	0.00	202.50	0.00823	4.05806	
1/1/0	14:1:39	4.70	0.00	202.50	0.00823	4.05806	
1/1/0	14:2:39	4.64	0.00	202.50	0.00826	4.06452	
1/1/0	14:3:39	4.68	0.66	202.50	0.00826	4.06452	
1/1/0	14:4:39	4.81	1.32	135.00	0.00823	4.05806	
1/1/0	14:5:39	5.33	2.64	135.00	0.00823	4.05806	
1/1/0	14:6:40	6.45	0.66	135.00	0.00823	4.05806	
1/1/0	14:7:40	7.43	0.00	135.00	0.00821	4.05161	
1/1/0	14:8:40	7.87	0.00	135.00	0.00818	4.04516	
1/1/0	14:9:40	7.88	0.00	225.00	0.00818	4.04516	
1/1/0	14:10:40	6.90	0.66	135.00	0.00818	4.04516	
1/1/0	14:11:40	6.22	0.66	135.00	0.00818	4.04516	
1/1/0	14:12:40	5.56	1.32	180.00	0.00816	4.03871	
1/1/0	14:13:41	5.29	1.98	135.00	0.00816	4.03871	
1/1/0	14:14:41	5.36	0.00	135.00	0.00813	4.03226	
1/1/0	14:15:41	5.76	1.32	135.00	0.00810	4.02581	
1/1/0	14:16:41	6.12	0.66	135.00	0.00810	4.02581	
1/1/0	14:17:41	6.14	0.00	90.00	0.00810	4.02581	
1/1/0	14:18:41	6.10	1.32	225.00	0.00810	4.02581	
1/1/0	14:19:41	5.89	0.66	180.00	0.00808	4.01935	
1/1/0	14:20:41	6.10	0.00	180.00	0.00808	4.01935	
1/1/0	14:21:42	6.30	0.00	180.00	0.00808	4.01935	
1/1/0	14:22:42	6.69	0.66	90.00	0.00803	4.00645	
1/1/0	14:23:42	6.47	1.98	112.50	0.00800	4.00000	
1/1/0	14:24:42	6.27	0.00	225.00	0.00800	4.00000	
1/1/0	14:25:42	6.42	0.66	225.00	0.00797	3.99355	
1/1/0	14:26:42	6.59	0.66	180.00	0.00797	3.99355	
1/1/0	14:27:42	6.70	0.66	135.00	0.00800	4.00000	
1/1/0	14:28:43	6.80	2.64	180.00	0.00797	3.99355	
1/1/0	14:29:43	7.22	2.64	180.00	0.00797	3.99355	
1/1/0	14:30:43	9.04	0.00	225.00	0.00795	3.98710	
1/1/0	14:31:43	21.00	0.00	202.50	0.00795	3.98710	
1/1/0	14:32:43	35.70	0.00	225.00	0.00792	3.98065	
1/1/0	14:33:43	31.52	0.00	135.00	0.00792	3.98065	
1/1/0	14:34:43	19.26	0.66	180.00	0.00795	3.98710	
1/1/0	14:35:44	11.88	0.66	315.00	0.00790	3.97419	
1/1/0	14:36:44	8.61	1.32	270.00	0.00790	3.97419	
1/1/0	14:37:44	8.31	1.32	315.00	0.00790	3.97419	
1/1/0	14:38:44	10.28	0.00	225.00	0.00787	3.96774	
1/1/0	14:39:44	12.03	0.00	180.00	0.00787	3.96774	
1/1/0	14:40:44	11.51	0.00	270.00	0.00787	3.96774	
1/1/0	14:41:44	10.90	0.66	135.00	0.00787	3.96774	
1/1/0	14:42:44	10.76	1.32	225.00	0.00785	3.96129	
1/1/0	14:43:45	10.72	0.00	225.00	0.00785	3.96129	
1/1/0	14:44:45	10.50	0.00	180.00	0.00787	3.96774	
1/1/0	14:45:45	10.46	0.00	135.00	0.00785	3.96129	
1/1/0	14:46:45	10.44	0.00	225.00	0.00782	3.95484	
1/1/0	14:47:45	10.04	0.00	225.00	0.00782	3.95484	
1/1/0	14:48:45	10.21	0.66	180.00	0.00782	3.95484	
1/1/0	14:49:45	9.70	0.66	135.00	0.00782	3.95484	
1/1/0	14:50:46	9.02	1.32	270.00	0.00779	3.94839	
1/1/0	14:51:46	8.44	0.00	270.00	0.00782	3.95484	
1/1/0	14:52:46	8.20	1.32	135.00	0.00779	3.94839	
1/1/0	14:53:46	8.52	1.98	135.00	0.00779	3.94839	
1/1/0	14:54:46	9.27	1.98	225.00	0.00779	3.94839	
1/1/0	14:55:46	9.49	2.64	225.00	0.00779	3.94839	
1/1/0	14:56:46	9.57	3.30	180.00	0.00785	3.96129	
1/1/0	14:57:46	9.59	1.32	180.00	0.00782	3.95484	
1/1/0	14:58:47	9.24	1.32	135.00	0.00777	3.94194	
1/1/0	14:59:47	8.81	0.66	270.00	0.00774	3.93548	
1/1/0	15:0:47	8.82	1.98	135.00	0.00777	3.94194	
1/1/0	15:1:47	8.66	1.98	180.00	0.00782	3.95484	
1/1/0	15:2:47	7.99	0.66	247.50	0.00785	3.96129	
1/1/0	15:3:47	8.01	1.98	225.00	0.00782	3.95484	
1/1/0	15:4:47	8.35	1.32	247.50	0.00782	3.95484	
1/1/0	15:5:48	8.50	0.00	90.00	0.00767	3.91613	
1/1/0	15:6:48	8.78	3.30	135.00	0.00779	3.94839	
1/1/0	15:7:48	8.90	0.66	157.50	0.00782	3.95484	
1/1/0	15:8:48	7.99	2.64	180.00	0.00777	3.94194	
1/1/0	15:9:48	6.87	0.66	270.00	0.00724	3.80645	
1/1/0	15:10:48	6.79	0.00	270.00	0.00772	3.92903	
1/1/0	15:11:48	7.60	0.00	225.00	0.00785	3.96129	
1/1/0	15:12:49	8.69	0.66	225.00	0.00782	3.95484	
1/1/0	15:13:49	9.79	1.32	315.00	0.00774	3.93548	
1/1/0	15:14:49	9.64	1.32	225.00	0.00785	3.96129	
1/1/0	15:15:49	9.07	2.64	180.00	0.00779	3.94839	
1/1/0	15:16:49	8.72	3.30	180.00	0.00774	3.93548	
1/1/0	15:17:49	8.26	1.32	180.00	0.00772	3.92903	
1/1/0	15:18:49	8.56	3.30	225.00	0.00762	3.90323	
1/1/0	15:19:49	9.09	0.66	135.00	0.00762	3.90323	
1/1/0	15:20:50	9.98	2.64	225.00	0.00764	3.90968	
1/1/0	15:21:50	10.18	2.64	225.00	0.00737	3.83871	
1/1/0	15:22:50	9.60	0.66	225.00	0.00742	3.85161	
1/1/0	15:23:50	9.71	1.32	225.00	0.00737	3.83871	
1/1/0	15:24:50	10.06	1.32	270.00	0.00715	3.78065	
1/1/0	15:25:50	9.21	0.00	270.00	0.00722	3.80000	
1/1/0	15:26:50	7.35	0.66	135.00	0.00757	3.89032	
1/1/0	15:27:51	7.00	0.66	225.00	0.00727	3.81290	
1/1/0	15:28:51	7.23	0.00	225.00	0.00734	3.83226	
1/1/0	15:29:51	8.03	1.32	225.00	0.00732	3.82581	
1/1/0	15:30:51	9.79	0.00	135.00	0.00762	3.90323	
1/1/0	15:31:51	10.19	1.32	135.00	0.00759	3.89677	
1/1/0	15:32:51	9.40	0.66	225.00	0.00734	3.83226	
1/1/0	15:33:51	9.16	3.30	202.50	0.00737	3.83871	
1/1/0	15:34:52	9.58	2.64	135.00	0.00764	3.90968	
1/1/0	15:35:52	9.65	3.30	225.00	0.00742	3.85161	
1/1/0	15:36:52	9.11	3.96	180.00	0.00742	3.85161	
1/1/0	15:37:52	9.06	4.62	225.00	0.00747	3.86452	
1/1/0	15:38:52	9.51	1.32	180.00	0.00749	3.87097	
1/1/0	15:39:52	10.12	2.64	180.00	0.00752	3.87742	
1/1/0	15:40:52	10.02	1.98	180.00	0.00759	3.89677	
1/1/0	15:41:52	9.18	3.96	225.00	0.00762	3.90323	
1/1/0	15:42:53	9.25	1.32	315.00	0.00777	3.94194	
1/1/0	15:43:53	9.70	0.66	180.00	0.00764	3.90968	
1/1/0	15:44:53	9.41	1.98	45.00	0.00792	3.98065	
1/1/0	15:45:53	9.46	1.32	270.00	0.00795	3.98710	
1/1/0	15:46:53	9.44	0.00	225.00	0.00797	3.99355	
1/1/0	15:47:53	9.59	1.32	225.00	0.00792	3.98065	
1/1/0	15:48:53	10.54	1.32	225.00	0.00795	3.98710	
1/1/0	15:49:54	9.61	1.98	135.00	0.00777	3.94194	
1/1/0	15:50:54	7.48	3.30	180.00	0.00772	3.92903	
1/1/0	15:51:54	8.14	1.98	135.00	0.00772	3.92903	
1/1/0	15:52:54	9.19	1.32	225.00	0.00803	4.00645	
1/1/0	15:53:54	9.34	1.98	225.00	0.00805	4.01290	
1/1/0	15:54:54	9.40	3.30	180.00	0.00792	3.98065	
1/1/0	15:55:54	8.63	1.98	112.50	0.00790	3.97419	
1/1/0	15:56:55	0.57	2.64	90.00	0.00472	3.07097	
1/1/0	15:57:55	9.01	2.64	180.00	0.00407	2.85161	
1/1/0	15:58:55	0.83	1.98	90.00	0.00416	2.88387	
1/1/0	15:59:55	3.16	1.32	90.00	0.00494	3.14194	
1/1/0	16:0:55	0.40	1.32	157.50	0.00362	2.69032	
1/1/0	16:1:55	0.47	0.00	180.00	0.00524	3.23871	
1/1/0	16:2:55	0.42	0.00	180.00	0.00444	2.98065	
1/1/0	16:3:55	0.36	0.00	180.00	0.00578	3.40000	
1/1/0	16:4:56	0.41	0.00	180.00	0.00602	3.47097	
1/1/0	16:5:56	0.39	0.00	180.00	0.00607	3.48387	
1/1/0	16:6:56	0.36	1.32	180.00	0.00569	3.37419	
1/1/0	16:7:56	0.02	1.98	225.00	0.00017	0.58065	
1/1/0	16:8:56	0.03	0.00	90.00	0.00023	0.67742	
1/1/0	16:9:56	0.03	0.00	90.00	0.00022	0.65806	
1/1/0	16:10:56	0.03	0.00	90.00	0.00022	0.65806	
1/1/0	16:11:57	0.03	0.00	90.00	0.00022	0.66452	
1/1/0	16:12:57	0.02	0.00	90.00	0.00022	0.65806	
1/1/0	16:13:57	0.03	0.00	90.00	0.00023	0.67097	
1/1/0	16:14:57	0.03	0.00	90.00	0.00023	0.67097	
1/1/0	16:15:57	0.02	0.00	90.00	0.00022	0.66452	
1/1/0	16:16:57	0.03	0.00	90.00	0.00022	0.66452	
1/1/0	16:17:57	0.03	0.00	90.00	0.00022	0.66452	
1/1/0	16:18:58	0.03	0.00	90.00	0.00022	0.66452	
1/1/0	16:19:58	0.03	0.00	90.00	0.00024	0.69677	
1/1/0	16:20:58	0.03	0.00	90.00	0.00024	0.69677	
1/1/0	16:21:58	0.03	0.00	90.00	0.00023	0.67097	
1/1/0	16:22:58	0.08	0.00	90.00	0.00023	0.68387	
1/1/0	16:23:58	0.10	0.00	112.50	0.00059	1.08387	
1/1/0	16:24:58	0.04	0.00	90.00	0.00008	0.39355	
1/1/0	16:25:58	0.02	0.00	180.00	0.00097	1.39355	
1/1/0	16:26:59	0.06	0.00	90.00	0.00105	1.45161	
1/1/0	16:27:59	0.06	0.00	45.00	0.00078	1.25161	
1/1/0	16:28:59	0.05	0.00	45.00	0.00075	1.22581	
1/1/0	16:29:59	0.05	0.00	45.00	0.00070	1.18710	
1/1/0	16:30:59	0.06	0.00	45.00	0.00067	1.16129	
1/1/0	16:31:59	0.05	0.00	45.00	0.00069	1.17419	
1/1/0	16:32:59	0.06	0.00	45.00	0.00070	1.18710	
1/1/0	16:34:0	0.06	0.00	45.00	0.00070	1.18710	
1/1/0	16:35:0	0.05	0.00	45.00	0.00069	1.17419	
1/1/0	16:36:0	0.06	0.00	45.00	0.00070	1.18065	
1/1/0	16:37:0	0.06	0.00	45.00	0.00070	1.18065	
1/1/0	16:38:0	0.05	0.00	45.00	0.00070	1.18065	
1/1/0	16:39:0	0.06	0.00	45.00	0.00070	1.18065	
1/1/0	16:40:0	0.05	0.00	45.00	0.00069	1.17419	
1/1/0	16:41:0	0.05	0.00	45.00	0.00069	1.17419	
1/1/0	16:42:1	0.05	0.00	45.00	0.00069	1.17419	
1/1/0	16:43:1	0.05	0.00	45.00	0.00068	1.16774	
1/1/0	16:44:1	0.06	0.00	45.00	0.00068	1.16774	
1/1/0	16:45:1	0.06	0.00	45.00	0.00070	1.18065	
1/1/0	16:46:1	0.06	0.00	45.00	0.00070	1.18065	
1/1/0	16:47:1	0.05	0.00	45.00	0.00069	1.17419	
1/1/0	16:48:1	0.06	0.00	45.00	0.00067	1.15484	
1/1/0	16:49:2	0.11	0.00	45.00	0.00114	1.50968	
1/1/0	16:50:2	0.05	0.00	45.00	0.00036	0.84516	
1/1/0	16:51:2	0.06	0.00	45.00	0.00028	0.74194	
1/1/0	16:52:2	0.05	0.00	45.00	0.00031	0.78710	
1/1/0	16:53:2	0.19	0.00	45.00	0.00131	1.61935	
1/1/0	16:54:2	0.14	0.00	45.00	0.00094	1.37419	
1/1/0	16:55:2	0.19	0.00	45.00	0.00142	1.68387	
1/1/0	16:56:3	0.17	0.00	45.00	0.00120	1.54839	
1/1/0	16:57:3	0.17	0.00	45.00	0.00164	1.81290	
1/1/0	16:58:3	0.17	0.00	45.00	0.00141	1.67742	
1/1/0	16:59:3	0.15	0.00	45.00	0.00110	1.48387	
1/1/0	17:0:3	0.16	0.00	45.00	0.00109	1.47742	
1/1/0	17:1:3	0.14	0.00	45.00	0.00104	1.44516	
1/1/0	17:2:3	0.19	0.00	45.00	0.00134	1.63871	
1/1/0	17:3:3	0.17	0.00	45.00	0.00106	1.45806	
1/1/0	17:4:4	0.19	0.00	45.00	0.00122	1.56129	
1/1/0	17:5:4	0.17	0.00	45.00	0.00147	1.71613	
1/1/0	17:6:4	0.17	0.00	45.00	0.00115	1.51613	
1/1/0	17:7:4	0.16	0.00	45.00	0.00171	1.85161	
1/1/0	17:8:4	0.16	0.00	45.00	0.00103	1.43226	
1/1/0	17:9:4	0.17	0.00	45.00	0.00118	1.53548	
1/1/0	17:10:4	0.16	0.00	45.00	0.00100	1.41290	
1/1/0	17:11:5	0.18	0.00	45.00	0.00128	1.60000	
1/1/0	17:12:5	0.18	0.00	45.00	0.00134	1.63871	
1/1/0	17:13:5	0.18	0.00	45.00	0.00132	1.62581	
1/1/0	17:14:5	0.19	0.00	45.00	0.00131	1.61935	
1/1/0	17:15:5	0.18	0.00	45.00	0.00143	1.69032	
1/1/0	17:16:5	0.18	0.00	45.00	0.00142	1.68387	
1/1/0	17:17:5	0.12	0.00	45.00	0.00074	1.21290	
1/1/0	17:18:5	0.20	0.00	45.00	0.00182	1.90968	
1/1/0	17:19:6	0.18	0.00	45.00	0.00117	1.52903	
1/1/0	17:20:6	0.16	0.00	45.00	0.00113	1.50323	
1/1/0	17:21:6	0.16	0.00	45.00	0.00148	1.72258	
1/1/0	17:22:6	0.18	0.00	45.00	0.00176	1.87742	
1/1/0	17:23:6	0.17	0.00	45.00	0.00174	1.86452	
1/1/0	17:24:6	0.17	0.00	45.00	0.00115	1.51613	
1/1/0	17:25:6	0.18	0.00	45.00	0.00167	1.82581	
1/1/0	17:26:7	0.17	0.00	45.00	0.00134	1.63871	
1/1/0	17:27:7	0.15	0.00	45.00	0.00116	1.52258	
1/1/0	17:28:7	0.11	0.00	45.00	0.00078	1.24516	
1/1/0	17:29:7	0.18	0.00	45.00	0.00121	1.55484	
1/1/0	17:30:7	0.18	0.00	45.00	0.00147	1.71613	
1/1/0	17:31:7	0.18	0.00	45.00	0.00160	1.78710	
1/1/0	17:32:7	0.11	0.00	45.00	0.00087	1.31613	
1/1/0	17:33:8	0.09	0.00	45.00	0.00027	0.73548	
1/1/0	17:34:8	0.14	0.00	45.00	0.00122	1.56129	
1/1/0	17:35:8	0.12	0.00	45.00	0.00087	1.32258	
1/1/0	17:36:8	0.21	0.00	45.00	0.00145	1.70323	
1/1/0	17:37:8	0.21	0.00	45.00	0.00148	1.72258	
1/1/0	17:38:8	0.20	0.00	45.00	0.00152	1.74194	
1/1/0	17:39:8	0.21	0.00	45.00	0.00153	1.74839	
1/1/0	17:40:8	0.20	0.00	45.00	0.00144	1.69677	
1/1/0	17:41:9	0.19	0.00	45.00	0.00126	1.58710	
1/1/0	17:42:9	0.19	0.00	45.00	0.00114	1.50968	
1/1/0	17:43:9	0.17	0.00	45.00	0.00106	1.45806	
1/1/0	17:44:9	0.15	0.00	45.00	0.00074	1.21935	
1/1/0	17:45:9	0.16	0.00	45.00	0.00092	1.35484	
1/1/0	17:46:9	0.17	0.00	45.00	0.00093	1.36129	
1/1/0	17:47:9	0.17	0.00	45.00	0.00094	1.37419	
1/1/0	17:48:10	0.17	0.00	45.00	0.00101	1.41935	
1/1/0	17:49:10	0.14	0.00	45.00	0.00080	1.26452	
1/1/0	17:50:10	0.14	0.00	45.00	0.00082	1.28387	
1/1/0	17:51:10	0.14	0.00	45.00	0.00080	1.26452	
1/1/0	17:52:10	0.13	0.00	45.00	0.00080	1.26452	
1/1/0	17:53:10	0.15	0.00	45.00	0.00080	1.26452	
1/1/0	17:54:10	0.15	0.00	45.00	0.00077	1.23871	
1/1/0	17:55:10	0.14	0.00	45.00	0.00078	1.25161	
1/1/0	17:56:11	0.14	0.00	45.00	0.00078	1.24516	
1/1/0	17:57:11	0.14	0.00	45.00	0.00077	1.23871	
1/1/0	17:58:11	0.14	0.00	45.00	0.00079	1.25806	
1/1/0	17:59:11	0.13	0.00	45.00	0.00078	1.25161	
1/1/0	18:0:11	0.15	0.00	45.00	0.00078	1.24516	
1/1/0	18:1:11	0.14	0.00	45.00	0.00079	1.25806	
1/1/0	18:2:11	0.13	0.00	45.00	0.00080	1.26452	
1/1/0	18:3:12	0.14	0.00	45.00	0.00078	1.25161	
1/1/0	18:4:12	0.15	0.00	45.00	0.00077	1.23871	
1/1/0	18:5:12	0.14	0.00	45.00	0.00077	1.23871	
1/1/0	18:6:12	0.14	0.00	45.00	0.00079	1.25806	
1/1/0	18:7:12	0.15	0.00	45.00	0.00082	1.27742	
1/1/0	18:8:12	0.15	0.00	45.00	0.00079	1.25806	
1/1/0	18:9:12	0.14	0.00	45.00	0.00079	1.25806	
1/1/0	18:10:13	0.13	0.00	45.00	0.00079	1.25806	
1/1/0	18:11:13	0.14	0.00	45.00	0.00077	1.23871	
1/1/0	18:12:13	0.15	0.00	45.00	0.00075	1.22581	
1/1/0	18:13:13	0.15	0.00	45.00	0.00079	1.25806	
1/1/0	18:14:13	0.15	0.00	45.00	0.00078	1.24516	
1/1/0	18:15:13	0.13	0.00	45.00	0.00080	1.26452	
1/1/0	18:16:13	0.14	0.00	45.00	0.00078	1.24516	
1/1/0	18:17:13	0.15	0.00	45.00	0.00074	1.21935	
1/1/0	18:18:14	0.13	0.00	45.00	0.00071	1.19355	
1/1/0	18:19:14	0.13	0.00	45.00	0.00069	1.17419	
1/1/0	18:20:14	0.14	0.00	45.00	0.00067	1.16129	
1/1/0	18:21:14	0.12	0.00	45.00	0.00067	1.15484	
1/1/0	18:22:14	0.13	0.00	45.00	0.00064	1.12903	
1/1/0	18:23:14	0.13	0.00	45.00	0.00064	1.12903	
1/1/0	18:24:14	0.13	0.00	45.00	0.00064	1.12903	
1/1/0	18:25:15	0.12	0.00	45.00	0.00064	1.13548	
1/1/0	18:26:15	0.13	0.00	45.00	0.00064	1.13548	
1/1/0	18:27:15	0.13	0.00	45.00	0.00064	1.13548	
1/1/0	18:28:15	0.13	0.00	45.00	0.00063	1.12258	
1/1/0	18:29:15	0.13	0.00	45.00	0.00068	1.16774	
1/1/0	18:30:15	0.16	0.00	45.00	0.00094	1.37419	
1/1/0	18:31:15	0.17	0.00	45.00	0.00074	1.21935	
1/1/0	18:32:16	0.16	0.00	45.00	0.00074	1.21290	
1/1/0	18:33:16	0.23	0.00	45.00	0.00129	1.60645	
1/1/0	18:34:16	0.17	0.00	45.00	0.00090	1.34194	
1/1/0	18:35:16	0.20	0.00	45.00	0.00107	1.46452	
1/1/0	18:36:16	0.21	0.00	45.00	0.00114	1.50968	
1/1/0	18:37:16	0.17	0.00	45.00	0.00084	1.29677	
1/1/0	18:38:16	0.16	0.00	45.00	0.00083	1.29032	
1/1/0	18:39:16	0.18	0.00	45.00	0.00097	1.39355	
1/1/0	18:40:17	0.17	0.00	45.00	0.00087	1.31613	
1/1/0	18:41:17	0.17	0.00	45.00	0.00092	1.35484	
1/1/0	18:42:17	0.19	0.00	45.00	0.00101	1.41935	
1/1/0	18:43:17	0.17	0.00	45.00	0.00092	1.35484	
1/1/0	18:44:17	0.15	0.00	45.00	0.00094	1.36774	
1/1/0	18:45:17	0.57	0.00	45.00	0.00129	1.60645	
1/1/0	18:46:17	0.16	0.00	45.00	0.00081	1.27097	
1/1/0	18:47:18	0.12	0.00	45.00	0.00051	1.01290	
1/1/0	18:48:18	0.11	0.00	45.00	0.00053	1.03226	
1/1/0	18:49:18	0.16	0.00	45.00	0.00076	1.23226	
1/1/0	18:50:18	0.16	0.00	45.00	0.00084	1.29677	
1/1/0	18:51:18	0.17	0.00	45.00	0.00097	1.39355	
1/1/0	18:52:18	0.20	0.00	45.00	0.00105	1.45161	
1/1/0	18:53:18	0.21	0.00	45.00	0.00116	1.52258	
1/1/0	18:54:18	0.17	0.00	45.00	0.00098	1.40000	
1/1/0	18:55:19	0.16	0.00	45.00	0.00096	1.38710	
1/1/0	18:56:19	0.16	0.00	45.00	0.00078	1.25161	
1/1/0	18:57:19	0.17	0.00	45.00	0.00078	1.25161	
1/1/0	18:58:19	0.15	0.00	45.00	0.00080	1.26452	
1/1/0	18:59:19	0.16	0.00	45.00	0.00082	1.28387	
1/1/0	19:0:19	0.72	0.00	45.00	0.00169	1.83871	
1/1/0	19:1:19	0.23	0.00	45.00	0.00125	1.58065	
1/1/0	19:2:20	0.21	0.00	45.00	0.00109	1.47742	
1/1/0	19:3:20	2.82	0.00	45.00	0.00161	1.79355	
1/1/0	19:4:20	2.15	0.00	45.00	0.00174	1.86452	
1/1/0	19:5:20	0.20	0.00	45.00	0.00144	1.69677	
1/1/0	19:6:20	0.20	0.00	45.00	0.00151	1.73548	
1/1/0	19:7:20	0.20	0.00	45.00	0.00152	1.74194	
1/1/0	19:8:20	2.22	0.00	45.00	0.00182	1.90968	
1/1/0	19:9:21	2.26	0.00	45.00	0.00186	1.92903	
1/1/0	19:10:21	0.23	0.00	45.00	0.00162	1.80000	
1/1/0	19:11:21	0.69	0.00	45.00	0.00213	2.06452	
1/1/0	19:12:21	1.74	0.00	45.00	0.00168	1.83226	
1/1/0	19:13:21	0.19	0.00	45.00	0.00276	2.34839	
1/1/0	19:14:21	0.18	0.00	45.00	0.00207	2.03226	
1/1/0	19:15:21	0.17	0.00	45.00	0.00135	1.64516	
1/1/0	19:16:21	0.70	0.00	45.00	0.00173	1.85806	
1/1/0	19:17:22	2.76	0.00	45.00	0.00170	1.84516	
1/1/0	19:18:22	3.19	0.00	45.00	0.00213	2.06452	
1/1/0	19:19:22	1.62	0.00	45.00	0.00177	1.88387	
1/1/0	19:20:22	2.71	0.00	45.00	0.00227	2.12903	
1/1/0	19:21:22	3.00	0.00	45.00	0.00167	1.82581	
1/1/0	19:22:22	2.01	0.00	45.00	0.00205	2.02581	
1/1/0	19:23:22	3.34	0.00	45.00	0.00176	1.87742	
1/1/0	19:24:23	3.18	0.00	45.00	0.00243	2.20645	
1/1/0	19:25:23	2.38	0.00	45.00	0.00235	2.16774	
1/1/0	19:26:23	3.16	0.00	45.00	0.00232	2.15484	
1/1/0	19:27:23	3.08	0.00	45.00	0.00252	2.24516	
1/1/0	19:28:23	3.02	0.00	45.00	0.00245	2.21290	
1/1/0	19:29:23	3.18	0.00	45.00	0.00259	2.27742	
1/1/0	19:30:23	2.98	0.00	45.00	0.00280	2.36774	
1/1/0	19:31:23	0.23	0.00	45.00	0.00111	1.49032	
1/1/0	19:32:24	2.65	0.00	45.00	0.00307	2.47742	
1/1/0	19:33:24	2.08	0.00	45.00	0.00142	1.68387	
1/1/0	19:34:24	3.09	0.00	45.00	0.00184	1.91613	
1/1/0	19:35:24	0.19	0.00	45.00	0.00122	1.56129	
1/1/0	19:36:24	2.43	0.00	45.00	0.00288	2.40000	
1/1/0	19:37:24	2.79	0.00	45.00	0.00218	2.09032	
1/1/0	19:38:24	2.66	0.00	45.00	0.00223	2.10968	
1/1/0	19:39:25	0.23	0.00	45.00	0.00169	1.83871	
1/1/0	19:40:25	2.96	0.00	45.00	0.00208	2.03871	
1/1/0	19:41:25	1.43	0.00	45.00	0.00229	2.14194	
1/1/0	19:42:25	2.32	0.00	45.00	0.00444	2.98065	
1/1/0	19:43:25	2.10	0.00	45.00	0.00546	3.30323	
1/1/0	19:44:25	2.20	0.00	45.00	0.00874	4.18064	
1/1/0	19:45:25	2.28	0.00	45.00	0.00874	4.18064	
1/1/0	19:46:26	2.55	0.00	45.00	0.00234	2.16129	
1/1/0	19:47:26	0.27	0.00	45.00	0.00195	1.97419	
1/1/0	19:48:26	1.94	0.00	45.00	0.00510	3.19355	
1/1/0	19:49:26	2.18	0.00	45.00	0.00232	2.15484	
1/1/0	19:50:26	2.34	0.00	45.00	0.00221	2.10323	
1/1/0	19:51:26	2.45	0.00	45.00	0.00252	2.24516	
